C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_31_793.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_31_793.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_31_793.jpg, 0, 0, 0, 7.849435E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_31_931.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_31_931.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_31_931.jpg, 0, 0, 0, 7.826803E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_32_065.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_32_065.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_32_065.jpg, 0, 0, 0, 7.779845E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_32_202.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_32_202.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_32_202.jpg, 0, 0, 0, 8.171602E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_32_340.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_32_340.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_32_340.jpg, 0, 0, 0, 8.305268E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_32_478.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_32_478.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_32_478.jpg, 0, 0, 0, 7.798633E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_32_614.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_32_614.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_32_614.jpg, 0, 0, 0, 7.955466E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_32_750.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_32_750.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_32_750.jpg, 0, 0, 0, 7.887096E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_32_887.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_32_887.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_32_887.jpg, 0, 0, 0, 7.855493E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_33_024.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_33_024.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_33_024.jpg, 0, 0, 0, 7.955107E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_33_166.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_33_166.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_33_166.jpg, 0, 0, 0, 7.930016E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_33_299.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_33_299.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_33_299.jpg, 0, 0, 0, 7.881143E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_33_436.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_33_436.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_33_436.jpg, 0, 0, 0, 7.79994E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_33_575.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_33_575.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_33_575.jpg, 0, 0, 0, 7.9322E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_33_715.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_33_715.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_33_715.jpg, 0, 0, 0, 7.881595E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_33_849.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_33_849.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_33_849.jpg, 0, 0, 0, 7.883593E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_33_989.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_33_989.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_33_989.jpg, 0, 0, 0, 7.851084E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_34_123.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_34_123.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_34_123.jpg, 0, 0, 0, 7.818113E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_34_260.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_34_260.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_34_260.jpg, 0, 0, 0, 7.84011E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_34_393.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_34_393.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_34_393.jpg, 0, 0, 0, 7.940794E-05
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_34_529.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_34_529.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_34_529.jpg, 0, 0.4069908, 0, 0.6813684
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_34_675.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_34_675.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_34_675.jpg, 0, 0.8424177, 0, 2.028057
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_34_806.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_34_806.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_34_806.jpg, 0, 0.4469424, 0, 2.775965
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_34_945.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_34_945.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_34_945.jpg, 0, 0.02693009, 0, 2.778184
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_35_082.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_35_082.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_35_082.jpg, 0, 0, 0, 2.752886
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_35_222.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_35_222.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_35_222.jpg, 0, 0, 0, 2.714301
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_35_360.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_35_360.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_35_360.jpg, 0, 0, 0, 2.676257
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_35_492.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_35_492.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_35_492.jpg, 0, 0, 0, 2.644071
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_35_629.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_35_629.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_35_629.jpg, 0, 0, 0, 2.60701
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_35_765.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_35_765.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_35_765.jpg, 0, 0, 0, 2.570471
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_35_908.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_35_908.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_35_908.jpg, 0, 0, 0, 2.534444
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_36_046.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_36_046.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_36_046.jpg, 0, 0, 0, 2.498921
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_36_187.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_36_187.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_36_187.jpg, 0, 0, 0, 2.463897
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_36_328.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_36_328.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_36_328.jpg, 0, 0, 0, 2.429364
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_36_469.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_36_469.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_36_469.jpg, 0, 0.4223424, 0, 3.112095
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_36_608.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_36_608.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_36_608.jpg, 0, 0.8387694, 0, 4.460174
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_36_748.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_36_748.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_36_748.jpg, -0.419658, 1, 0, 6.012517
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_36_894.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_36_894.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_36_894.jpg, 0, 1, 0, 7.588716
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_37_032.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_37_032.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_37_032.jpg, 0, 1, 0, 9.168856
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_37_175.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_37_175.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_37_175.jpg, 0, 1, 0, 10.72762
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_37_314.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_37_314.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_37_314.jpg, 0, 1, 0, 12.01284
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_37_463.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_37_463.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_37_463.jpg, -0.42461, 1, 0, 13.53496
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_37_602.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_37_602.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_37_602.jpg, -0.8534338, 1, 0, 15.09643
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_37_744.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_37_744.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_37_744.jpg, -0.4328838, 0.5794501, 0, 15.71776
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_37_883.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_37_883.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_37_883.jpg, -0.002976626, 0.1495429, 0, 16.04729
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_38_026.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_38_026.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_38_026.jpg, 0, 0, 0, 15.31711
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_38_162.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_38_162.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_38_162.jpg, 0, 0, 0, 15.67446
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_38_299.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_38_299.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_38_299.jpg, 0, 0, 0, 15.49578
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_38_445.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_38_445.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_38_445.jpg, 0, 0.4392054, 0, 15.9159
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_38_578.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_38_578.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_38_578.jpg, -0.4016847, 0.84089, 0, 16.73513
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_38_711.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_38_711.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_38_711.jpg, -0.8059164, 1, 0, 17.68934
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_38_845.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_38_845.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_38_845.jpg, -0.4015689, 0.5956525, 0, 18.53357
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_38_989.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_38_989.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_38_989.jpg, 0, 0.1644319, 0, 18.53618
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_39_129.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_39_129.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_39_129.jpg, 0, 0, 0, 18.25644
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_39_261.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_39_261.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_39_261.jpg, 0, 0, 0, 17.99646
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_39_397.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_39_397.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_39_397.jpg, 0, 0.4014906, 0, 18.33406
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_39_525.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_39_525.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_39_525.jpg, 0, 0.7924617, 0, 19.38948
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_39_658.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_39_658.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_39_658.jpg, 0, 1, 0, 20.77437
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_39_799.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_39_799.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_39_799.jpg, -0.4242612, 1, 0, 21.95946
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_39_941.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_39_941.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_39_941.jpg, 0, 1, 0, 23.31048
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_40_069.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_40_069.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_40_069.jpg, 0, 1, 0, 24.4733
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_40_209.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_40_209.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_40_209.jpg, 0, 1, 0, 25.81643
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_40_342.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_40_342.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_40_342.jpg, 0, 0.6008809, 0, 26.53559
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_40_480.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_40_480.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_40_480.jpg, 0, 0.189907, 0, 26.54702
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_40_616.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_40_616.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_40_616.jpg, 0, 0.6001915, 0, 27.03763
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_40_761.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_40_761.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_40_761.jpg, -0.4330557, 1, 0, 28.18012
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_40_906.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_40_906.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_40_906.jpg, 0, 0.5622811, 0, 28.77701
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_41_034.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_41_034.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_41_034.jpg, 0, 0.178529, 0, 28.74931
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_41_176.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_41_176.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_41_176.jpg, 0, 0, 0, 28.37801
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_41_310.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_41_310.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_41_310.jpg, 0, 0, 0, 27.97966
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_41_447.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_41_447.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_41_447.jpg, 0, 0, 0, 27.58714
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_41_588.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_41_588.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_41_588.jpg, -0.4208706, 0.4208706, 0, 27.59158
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_41_725.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_41_725.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_41_725.jpg, -0.007209599, 0.8345316, 0, 28.52513
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_41_864.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_41_864.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_41_864.jpg, 0, 0.4166637, 0, 28.89911
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_42_001.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_42_001.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_42_001.jpg, 0, 0.007675201, 0, 28.57567
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_42_141.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_42_141.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_42_141.jpg, 0, 0, 0, 28.17578
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_42_277.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_42_277.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_42_277.jpg, 0, 0, 0, 27.78048
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_42_419.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_42_419.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_42_419.jpg, -0.4232358, 0, 0, 27.13787
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_42_561.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_42_561.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_42_561.jpg, 0, 0, 0, 26.73077
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_42_701.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_42_701.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_42_701.jpg, 0, 0, 0, 26.35374
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_42_840.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_42_840.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_42_840.jpg, 0, 0, 0, 25.98393
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_42_986.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_42_986.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_42_986.jpg, 0, 0, 0, 25.61942
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_43_131.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_43_131.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_43_131.jpg, 0, 0.4330677, 0, 25.92205
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_43_267.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_43_267.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_43_267.jpg, -0.409128, 0.8421956, 0, 26.6915
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_43_412.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_43_412.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_43_412.jpg, 0, 0.408899, 0, 27.05248
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_43_556.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_43_556.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_43_556.jpg, 0, 0, 0, 26.73419
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_43_700.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_43_700.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_43_700.jpg, 0, 0, 0, 26.30376
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_43_840.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_43_840.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_43_840.jpg, 0, 0.419058, 0, 26.57439
C:\Self Drvivng Car\IMG\center_2020_06_01_16_13_43_984.jpg, C:\Self Drvivng Car\IMG\left_2020_06_01_16_13_43_984.jpg, C:\Self Drvivng Car\IMG\right_2020_06_01_16_13_43_984.jpg, 0, 0.8521332, 0, 27.57506
